Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Risk_Binary,Age_Group,Credit_Group,Duration_Group,Credit_Per_Month,Sex_Encoded,Housing_Encoded,Saving accounts_Encoded,Checking account_Encoded,Purpose_Encoded,Age_Group_Encoded,Credit_Group_Encoded,Duration_Group_Encoded,Risk_Probability,Credit_Score,Risk_Category
39,male,3,rent,little,little,3345,24,furniture/equipment,bad,1,36-45,Medium,1-2 years,139.375,1,2,0,0,4,2,2,0,0.77,229,Very Poor
28,female,2,own,little,unknown,1817,18,furniture/equipment,good,0,26-35,Low,1-2 years,100.94444444444444,0,1,0,3,4,1,1,0,0.2,800,Excellent
37,male,3,own,quite rich,unknown,12749,48,radio/TV,good,0,36-45,Very High,3-4 years,265.6041666666667,1,1,2,3,5,2,3,2,0.33,669,Good
22,female,2,rent,little,little,1366,9,radio/TV,bad,1,18-25,Low,<1 year,151.77777777777777,0,2,0,0,5,0,1,4,0.63,370,Very Poor
30,male,2,rent,little,moderate,2002,12,car,good,0,26-35,Low,<1 year,166.83333333333334,1,2,0,1,1,1,1,4,0.11,890,Excellent
55,male,2,own,little,little,6872,24,furniture/equipment,bad,1,46-55,High,1-2 years,286.3333333333333,1,1,0,0,4,3,0,0,0.96,40,Very Poor
46,male,2,own,little,little,697,12,car,bad,1,46-55,Very Low,<1 year,58.083333333333336,1,1,0,0,1,3,4,4,0.82,180,Very Poor
21,female,2,rent,little,little,1049,18,furniture/equipment,good,0,18-25,Low,1-2 years,58.27777777777778,0,2,0,0,4,0,1,0,0.27,730,Good
39,male,2,free,little,little,10297,48,car,bad,1,36-45,Very High,3-4 years,214.52083333333334,1,0,0,0,1,2,3,2,0.8,199,Very Poor
58,male,2,own,unknown,unknown,1867,30,radio/TV,good,0,55+,Low,2-3 years,62.233333333333334,1,1,4,3,5,4,1,1,0.03,970,Excellent
43,male,1,own,little,little,1344,12,car,good,0,36-45,Low,<1 year,112.0,1,1,0,0,1,2,1,4,0.18,820,Excellent
24,male,1,own,little,little,1747,24,furniture/equipment,good,0,18-25,Low,1-2 years,72.79166666666667,1,1,0,0,4,0,1,0,0.33,669,Good
22,female,2,own,little,moderate,1670,9,radio/TV,bad,1,18-25,Low,<1 year,185.55555555555554,0,1,0,1,5,0,1,4,0.22,780,Excellent
30,male,2,own,little,unknown,1224,9,car,good,0,26-35,Low,<1 year,136.0,1,1,0,3,1,1,1,4,0.04,960,Excellent
42,male,2,own,quite rich,unknown,522,12,radio/TV,good,0,36-45,Very Low,<1 year,43.5,1,1,2,3,5,2,4,4,0.08,920,Excellent
23,female,2,own,little,little,1498,12,radio/TV,good,0,18-25,Low,<1 year,124.83333333333333,0,1,0,0,5,0,1,4,0.12,880,Excellent
30,male,3,own,moderate,moderate,1919,30,radio/TV,bad,1,26-35,Low,2-3 years,63.96666666666667,1,1,1,1,5,1,1,1,0.84,160,Very Poor
28,female,1,own,little,rich,745,9,radio/TV,bad,1,26-35,Very Low,<1 year,82.77777777777777,0,1,0,2,5,1,4,4,0.33,669,Good
30,male,3,rent,little,moderate,2063,6,radio/TV,good,0,26-35,Low,<1 year,343.8333333333333,1,2,0,1,5,1,1,4,0.07,929,Excellent
42,male,2,free,little,moderate,6288,60,education,bad,1,36-45,High,4+ years,104.8,1,0,0,1,3,2,0,3,0.7,300,Very Poor
46,male,3,own,unknown,unknown,6842,24,car,good,0,46-55,High,1-2 years,285.0833333333333,1,1,4,3,1,3,0,0,0.06,940,Excellent
45,male,3,own,unknown,unknown,3527,12,car,good,0,36-45,Medium,<1 year,293.9166666666667,1,1,4,3,1,2,2,4,0.0,1000,Excellent
31,male,1,own,little,unknown,1546,10,car,good,0,26-35,Low,<1 year,154.6,1,1,0,3,1,1,1,4,0.12,880,Excellent
31,male,2,own,unknown,unknown,929,24,furniture/equipment,good,0,26-35,Very Low,1-2 years,38.708333333333336,1,1,4,3,4,1,4,0,0.03,970,Excellent
42,male,1,own,little,unknown,1455,4,car,good,0,36-45,Low,<1 year,363.75,1,1,0,3,1,2,1,4,0.01,990,Excellent
46,female,2,rent,little,little,1845,15,furniture/equipment,good,0,46-55,Low,1-2 years,123.0,0,2,0,0,4,3,1,0,0.43,570,Fair
30,female,2,own,quite rich,moderate,8358,48,car,good,0,26-35,High,3-4 years,174.125,0,1,2,1,1,1,0,2,0.34,659,Good
30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad,1,26-35,Medium,1-2 years,139.54166666666666,1,0,2,0,4,1,2,0,0.77,229,Very Poor
38,male,3,own,unknown,unknown,2859,12,car,good,0,36-45,Low,<1 year,238.25,1,1,4,3,1,2,1,4,0.03,970,Excellent
43,male,1,own,little,unknown,1533,18,furniture/equipment,bad,1,36-45,Low,1-2 years,85.16666666666667,1,1,0,3,4,2,1,0,0.65,350,Very Poor
31,male,2,own,moderate,unknown,3621,24,radio/TV,bad,1,26-35,Medium,1-2 years,150.875,1,1,1,3,5,1,2,0,0.69,310,Very Poor
40,male,0,own,little,moderate,3590,18,business,good,0,36-45,Medium,1-2 years,199.44444444444446,1,1,0,1,0,2,2,0,0.26,740,Good
24,male,2,own,little,little,2145,36,business,bad,1,18-25,Low,2-3 years,59.583333333333336,1,1,0,0,0,0,1,1,0.83,170,Very Poor
28,female,2,rent,quite rich,moderate,4113,24,car,bad,1,26-35,Medium,1-2 years,171.375,0,2,2,1,1,1,2,0,0.9,99,Very Poor
26,female,3,own,little,unknown,10974,36,furniture/equipment,bad,1,26-35,Very High,2-3 years,304.8333333333333,0,1,0,3,4,1,3,1,0.67,329,Very Poor
29,female,2,own,little,little,1893,12,car,good,0,26-35,Low,<1 year,157.75,0,1,0,0,1,1,1,4,0.18,820,Excellent
57,female,3,rent,rich,little,1231,24,radio/TV,good,0,55+,Low,1-2 years,51.291666666666664,0,2,3,0,5,4,1,0,0.13,870,Excellent
49,male,1,own,unknown,rich,3656,30,radio/TV,good,0,46-55,Medium,2-3 years,121.86666666666666,1,1,4,2,5,3,2,1,0.06,940,Excellent
37,male,1,own,little,moderate,1154,9,radio/TV,good,0,36-45,Low,<1 year,128.22222222222223,1,1,0,1,5,2,1,4,0.04,960,Excellent
45,male,1,own,little,little,4006,28,car,bad,1,36-45,Medium,2-3 years,143.07142857142858,1,1,0,0,1,2,2,1,0.96,40,Very Poor
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good,0,26-35,Medium,1-2 years,127.875,1,0,1,1,4,1,2,0,0.28,720,Good
30,male,2,rent,little,unknown,1740,6,radio/TV,good,0,26-35,Low,<1 year,290.0,1,2,0,3,5,1,1,4,0.01,990,Excellent
47,male,2,own,little,moderate,2353,21,car,good,0,46-55,Low,1-2 years,112.04761904761905,1,1,0,1,1,3,1,0,0.28,720,Good
29,male,2,own,unknown,unknown,3556,15,car,good,0,26-35,Medium,1-2 years,237.06666666666666,1,1,4,3,1,1,2,0,0.02,980,Excellent
35,male,2,own,quite rich,unknown,2397,24,radio/TV,bad,1,26-35,Low,1-2 years,99.875,1,1,2,3,5,1,1,0,0.59,410,Very Poor
22,male,1,own,little,moderate,454,6,repairs,good,0,18-25,Very Low,<1 year,75.66666666666667,1,1,0,1,6,0,4,4,0.08,920,Excellent
26,female,2,own,unknown,moderate,1715,30,radio/TV,good,0,26-35,Low,2-3 years,57.166666666666664,0,1,4,1,5,1,1,1,0.09,910,Excellent
23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad,1,18-25,Low,2-3 years,93.33333333333333,1,1,2,1,5,0,1,1,0.39,610,Fair
54,female,3,rent,little,unknown,3568,15,radio/TV,good,0,46-55,Medium,1-2 years,237.86666666666667,0,2,0,3,5,3,2,0,0.05,950,Excellent
29,male,2,rent,unknown,unknown,7166,42,radio/TV,good,0,26-35,High,3-4 years,170.61904761904762,1,2,4,3,5,1,0,2,0.12,880,Excellent
40,male,1,own,little,little,3939,11,car,good,0,36-45,Medium,<1 year,358.09090909090907,1,1,0,0,1,2,2,4,0.08,920,Excellent
22,male,2,own,moderate,moderate,1514,15,repairs,good,0,18-25,Low,1-2 years,100.93333333333334,1,1,1,1,6,0,1,0,0.24,760,Excellent
43,male,1,own,little,unknown,7393,24,car,good,0,36-45,High,1-2 years,308.0416666666667,1,1,0,3,1,2,0,0,0.03,970,Excellent
29,female,0,rent,little,little,1193,24,car,bad,1,26-35,Low,1-2 years,49.708333333333336,0,2,0,0,1,1,1,0,0.97,30,Very Poor
36,male,2,rent,little,little,7297,60,business,bad,1,36-45,High,4+ years,121.61666666666666,1,2,0,0,0,2,0,3,0.95,50,Very Poor
33,female,2,own,little,unknown,2831,30,radio/TV,good,0,26-35,Low,2-3 years,94.36666666666666,0,1,0,3,5,1,1,1,0.1,900,Excellent
57,female,1,own,quite rich,rich,1258,24,radio/TV,good,0,55+,Low,1-2 years,52.416666666666664,0,1,2,2,5,4,1,0,0.25,750,Excellent
64,female,2,own,little,moderate,753,6,radio/TV,good,0,55+,Very Low,<1 year,125.5,0,1,0,1,5,4,4,4,0.06,940,Excellent
42,male,2,own,unknown,moderate,2427,18,business,good,0,36-45,Low,1-2 years,134.83333333333334,1,1,4,1,0,2,1,0,0.06,940,Excellent
47,male,1,own,little,unknown,2538,24,car,bad,1,46-55,Low,1-2 years,105.75,1,1,0,3,1,3,1,0,0.69,310,Very Poor
25,male,2,rent,moderate,moderate,1264,15,car,bad,1,18-25,Low,1-2 years,84.26666666666667,1,2,1,1,1,0,1,0,0.86,140,Very Poor
49,male,2,own,little,moderate,8386,30,furniture/equipment,bad,1,46-55,High,2-3 years,279.53333333333336,1,1,0,1,4,3,0,1,0.95,50,Very Poor
33,male,3,rent,little,unknown,4844,48,business,bad,1,26-35,Medium,3-4 years,100.91666666666667,1,2,0,3,0,1,2,2,0.72,280,Very Poor
28,female,3,own,moderate,rich,2923,21,car,good,0,26-35,Low,1-2 years,139.1904761904762,0,1,1,2,1,1,1,0,0.31,690,Good
26,male,2,own,little,little,8229,36,car,bad,1,26-35,High,2-3 years,228.58333333333334,1,1,0,0,1,1,0,1,0.98,20,Very Poor
30,male,1,own,little,unknown,2028,24,furniture/equipment,good,0,26-35,Low,1-2 years,84.5,1,1,0,3,4,1,1,0,0.1,900,Excellent
25,female,2,rent,little,little,1433,15,furniture/equipment,good,0,18-25,Low,1-2 years,95.53333333333333,0,2,0,0,4,0,1,0,0.23,770,Excellent
33,male,2,own,little,rich,6289,42,business,good,0,26-35,High,3-4 years,149.73809523809524,1,1,0,2,0,1,0,2,0.21,790,Excellent
64,female,2,own,moderate,unknown,1409,13,radio/TV,good,0,55+,Low,1-2 years,108.38461538461539,0,1,1,3,5,4,1,0,0.05,950,Excellent
29,male,3,free,little,little,6579,24,car,good,0,26-35,High,1-2 years,274.125,1,0,0,0,1,1,0,0,0.12,880,Excellent
48,male,1,own,little,moderate,1743,24,radio/TV,good,0,46-55,Low,1-2 years,72.625,1,1,0,1,5,3,1,0,0.18,820,Excellent
37,male,1,own,unknown,unknown,3565,12,education,good,0,36-45,Medium,<1 year,297.0833333333333,1,1,4,3,3,2,2,4,0.05,950,Excellent
34,male,1,own,moderate,unknown,1569,15,radio/TV,good,0,26-35,Low,1-2 years,104.6,1,1,1,3,5,1,1,0,0.03,970,Excellent
23,male,1,rent,unknown,little,1936,18,radio/TV,good,0,18-25,Low,1-2 years,107.55555555555556,1,2,4,0,5,0,1,0,0.33,669,Good
30,male,3,own,little,little,3959,36,furniture/equipment,good,0,26-35,Medium,2-3 years,109.97222222222223,1,1,0,0,4,1,2,1,0.62,380,Very Poor
50,male,2,own,unknown,unknown,2390,12,car,good,0,46-55,Low,<1 year,199.16666666666666,1,1,4,3,1,3,1,4,0.0,1000,Excellent
31,female,1,own,little,unknown,1736,12,furniture/equipment,good,0,26-35,Low,<1 year,144.66666666666666,0,1,0,3,4,1,1,4,0.09,910,Excellent
40,male,3,own,little,little,3857,30,car,good,0,36-45,Medium,2-3 years,128.56666666666666,1,1,0,0,1,2,2,1,0.53,470,Poor
38,male,2,own,little,unknown,804,12,radio/TV,good,0,36-45,Very Low,<1 year,67.0,1,1,0,3,5,2,4,4,0.04,960,Excellent
23,male,2,free,little,little,1845,45,radio/TV,bad,1,18-25,Low,3-4 years,41.0,1,0,0,0,5,0,1,2,0.57,430,Very Poor
27,male,2,own,moderate,moderate,4576,45,car,good,0,26-35,Medium,3-4 years,101.68888888888888,1,1,1,1,1,1,2,2,0.28,720,Good
